DIAM,032000601376001,1150220,2053858
MALS,703487034870348,1150225,2137329
KTNS,123451234512340,1150225,1893660
HERM,123451234512345,1150223,1795592
DIAM,032000601376001,1150225,2102379
DIAM,032000601376001,1150223,2033343
DIAM,032000601376001,1150222,2105791
DTV,032001402277001,1150222,1992489
DTV,032001402277001,1150223,2027981
DIAM,032000601376001,1150225,2124908
DIAM,032000601376001,1150222,2140219
DTV,032001402277001,1150222,1946401
DIAM,032000601376001,1150220,1911150
HERM,123451234512345,1150225,2069291
DIAM,032000601376001,1150221,1907275
DIAM,032000601376001,1150221,2046096
KTNS,123451234512340,1150220,2090590
HANA,123451234512341,1150222,1850377
HANA,123451234512341,1150221,1951966
KTNS,123451234512340,1150220,1888986
MALS,703487034870348,1150221,2136664
HERM,123451234512345,1150222,2134112
MALS,703487034870348,1150220,1876569
JESS,123451234512346,1150221,1968549
HERM,123451234512345,1150225,1967796
DIAM,032000601376001,1150225,1959183
JESS,123451234512346,1150224,1933507
DIAM,032000601376001,1150221,2117579
DTV,032001402277001,1150222,1941266
HANA,123451234512341,1150224,1989810
KTNS,123451234512340,1150225,1936952
DIAM,032000601376001,1150224,1965475
DTV,032001402277001,1150221,2095576
DIAM,032000601376001,1150224,2100129
JESS,123451234512346,1150224,2064615
HANA,123451234512341,1150222,1998008
KTNS,123451234512340,1150220,2046014
MALS,703487034870348,1150224,1837042
DIAM,032000601376001,1150221,2134704
MALS,703487034870348,1150221,1969110
HANA,123451234512341,1150220,2033632
DTV,032001402277001,1150224,2043260
JESS,123451234512346,1150225,1780811
DIAM,032000601376001,1150222,2030446
JESS,123451234512346,1150225,1900299
HANA,123451234512341,1150221,2000841
DTV,032001402277001,1150222,1891869
JESS,123451234512346,1150224,2029459
KTNS,123451234512340,1150220,1931748
DTV,032001402277001,1150221,2141114
DTV,032001402277001,1150223,1947824
HERM,123451234512345,1150221,1700619
MALS,703487034870348,1150222,1808318
DTV,032001402277001,1150220,2071938
DTV,032001402277001,1150223,2011144
HERM,123451234512345,1150225,2030112
HANA,123451234512341,1150220,2147269
MALS,703487034870348,1150223,2073131
JESS,123451234512346,1150220,1851346
MALS,703487034870348,1150222,1781756
MALS,703487034870348,1150223,1894676
HANA,123451234512341,1150220,2125358
MALS,703487034870348,1150221,1866839
KTNS,123451234512340,1150220,1978572
HERM,123451234512345,1150220,2018377
DIAM,032000601376001,1150221,2145627
DTV,032001402277001,1150225,1914261
MALS,703487034870348,1150224,1994283
HERM,123451234512345,1150221,1870022
KTNS,123451234512340,1150225,2093771
HANA,123451234512341,1150224,1957057
JESS,123451234512346,1150221,1924169
MALS,703487034870348,1150222,1980653
HERM,123451234512345,1150224,2088371
KTNS,123451234512340,1150224,1962467
HERM,123451234512345,1150222,1945021
JESS,123451234512346,1150222,2003976
DTV,032001402277001,1150223,2047422
HERM,123451234512345,1150220,2054097
MALS,703487034870348,1150222,2071931
HERM,123451234512345,1150223,1979026
HERM,123451234512345,1150223,2146211
DTV,032001402277001,1150222,2161246
MALS,703487034870348,1150220,1929607
HERM,123451234512345,1150222,2127357
DIAM,032000601376001,1150224,2157800
DIAM,032000601376001,1150222,2179201
DTV,032001402277001,1150222,2041164
HANA,123451234512341,1150221,1819365
HANA,123451234512341,1150220,1903970
MALS,703487034870348,1150222,2011551
KTNS,123451234512340,1150225,2134703
HANA,123451234512341,1150220,2003487
HANA,123451234512341,1150223,1902657
HERM,123451234512345,1150222,2209508
JESS,123451234512346,1150224,1989415
MALS,703487034870348,1150224,2207419
KTNS,123451234512340,1150225,2037658
DIAM,032000601376001,1150223,2032002
HERM,123451234512345,1150221,2066337
DTV,032001402277001,1150225,2013168
DTV,032001402277001,1150223,2010349
DTV,032001402277001,1150220,2011749
DIAM,032000601376001,1150222,1770123
KTNS,123451234512340,1150221,1954269
JESS,123451234512346,1150225,2001097
HERM,123451234512345,1150222,1902858
HANA,123451234512341,1150222,1880368
HANA,123451234512341,1150221,1835828
HERM,123451234512345,1150222,2175905
DIAM,032000601376001,1150225,1999344
DTV,032001402277001,1150223,1963643
MALS,703487034870348,1150224,1818660
HANA,123451234512341,1150221,1925928
DTV,032001402277001,1150224,2117536
HERM,123451234512345,1150222,1949760
KTNS,123451234512340,1150221,1913133
HERM,123451234512345,1150220,1858430
DTV,032001402277001,1150225,2039051
HANA,123451234512341,1150223,1810967
MALS,703487034870348,1150222,1989531
DIAM,032000601376001,1150225,2053147
MALS,703487034870348,1150223,2021231
JESS,123451234512346,1150222,2155139
KTNS,123451234512340,1150225,1731103
DTV,032001402277001,1150223,2117361
KTNS,123451234512340,1150220,1992742
DTV,032001402277001,1150223,1928710
DIAM,032000601376001,1150225,1981474
HANA,123451234512341,1150224,1807698
HANA,123451234512341,1150222,1925457
MALS,703487034870348,1150220,2174159
MALS,703487034870348,1150224,2116601
JESS,123451234512346,1150225,1987529
DTV,032001402277001,1150224,2051206
DIAM,032000601376001,1150225,2086472
JESS,123451234512346,1150223,1877422
HERM,123451234512345,1150220,2020424
HANA,123451234512341,1150224,2000834
KTNS,123451234512340,1150225,1888201
DIAM,032000601376001,1150223,1931952
DTV,032001402277001,1150221,2025483
HANA,123451234512341,1150222,2082469
MALS,703487034870348,1150221,1916514
DTV,032001402277001,1150221,1955881
JESS,123451234512346,1150222,1920931
DTV,032001402277001,1150220,2039888
DTV,032001402277001,1150222,1912483
DTV,032001402277001,1150220,2020603
JESS,123451234512346,1150220,1864667
HANA,123451234512341,1150225,2117411
HANA,123451234512341,1150221,2172161
MALS,703487034870348,1150225,1778343
JESS,123451234512346,1150220,1958407
DIAM,032000601376001,1150223,2037332
DTV,032001402277001,1150224,2030407
JESS,123451234512346,1150224,2091833
HANA,123451234512341,1150223,2111705
KTNS,123451234512340,1150223,1943324
HANA,123451234512341,1150225,2180475
DIAM,032000601376001,1150222,1973936
JESS,123451234512346,1150222,1959467
HERM,123451234512345,1150224,2028299
DTV,032001402277001,1150223,2017556
HERM,123451234512345,1150221,2184270
DTV,032001402277001,1150223,2075598
MALS,703487034870348,1150220,1973869
KTNS,123451234512340,1150225,1901957
HERM,123451234512345,1150221,2057537
MALS,703487034870348,1150222,2029782
MALS,703487034870348,1150220,2060170
HERM,123451234512345,1150221,2172346
HANA,123451234512341,1150222,2070091
KTNS,123451234512340,1150225,1999061
JESS,123451234512346,1150223,2029537
HANA,123451234512341,1150220,2149368
HANA,123451234512341,1150221,2004837
DIAM,032000601376001,1150222,1998663
DTV,032001402277001,1150221,1778832
DTV,032001402277001,1150221,1943838
DTV,032001402277001,1150222,2138477
MALS,703487034870348,1150220,1977260
DIAM,032000601376001,1150224,1928516
KTNS,123451234512340,1150220,2001886
MALS,703487034870348,1150221,2037501
DIAM,032000601376001,1150223,1931892
JESS,123451234512346,1150222,2006934
MALS,703487034870348,1150223,2018450
DTV,032001402277001,1150225,2165455
DIAM,032000601376001,1150225,1993910
KTNS,123451234512340,1150225,1998409
HANA,123451234512341,1150222,2025324
DIAM,032000601376001,1150220,1978992
KTNS,123451234512340,1150223,2150238
MALS,703487034870348,1150224,2050729
DTV,032001402277001,1150223,1911565
JESS,123451234512346,1150221,1928663
HERM,123451234512345,1150223,1970474
MALS,703487034870348,1150224,1844958
KTNS,123451234512340,1150224,1942408
DIAM,032000601376001,1150222,1936250
JESS,123451234512346,1150221,1994535
DIAM,032000601376001,1150220,2035901
DIAM,032000601376001,1150225,2002081
JESS,123451234512346,1150222,1901834
HERM,123451234512345,1150222,1901482
KTNS,123451234512340,1150224,2049785
HANA,123451234512341,1150224,2100012
DTV,032001402277001,1150221,1910697
HANA,123451234512341,1150225,1969603
HERM,123451234512345,1150223,2010930
MALS,703487034870348,1150222,1999947
MALS,703487034870348,1150222,1805344
MALS,703487034870348,1150223,1922821
DIAM,032000601376001,1150224,1760779
HERM,123451234512345,1150221,2077750
KTNS,123451234512340,1150224,1863969
JESS,123451234512346,1150223,2056897
JESS,123451234512346,1150220,2028345
MALS,703487034870348,1150223,1745781
KTNS,123451234512340,1150221,1854375
HANA,123451234512341,1150224,2094167
JESS,123451234512346,1150225,2005908
KTNS,123451234512340,1150223,1903041
HERM,123451234512345,1150221,2116546
JESS,123451234512346,1150220,1965010
HERM,123451234512345,1150220,2069884
DTV,032001402277001,1150221,1937183
HANA,123451234512341,1150221,2098139
MALS,703487034870348,1150224,2067456
DTV,032001402277001,1150220,1869714
KTNS,123451234512340,1150222,2009703
KTNS,123451234512340,1150223,1981315
HERM,123451234512345,1150222,2024339
DTV,032001402277001,1150223,2031605
HANA,123451234512341,1150222,1973545
JESS,123451234512346,1150222,1912852
KTNS,123451234512340,1150222,2103229
KTNS,123451234512340,1150224,1949498
KTNS,123451234512340,1150223,1979054
JESS,123451234512346,1150223,2012355
HERM,123451234512345,1150225,2233382
MALS,703487034870348,1150220,2119178
MALS,703487034870348,1150224,2033197
HANA,123451234512341,1150223,1871808
JESS,123451234512346,1150224,1925269
HERM,123451234512345,1150223,1895162
DTV,032001402277001,1150225,1917668
HANA,123451234512341,1150220,1989316
HANA,123451234512341,1150223,1926242
DTV,032001402277001,1150224,2012067
MALS,703487034870348,1150224,2016539
HERM,123451234512345,1150221,2010451
DTV,032001402277001,1150224,1871326
MALS,703487034870348,1150220,1983502
KTNS,123451234512340,1150221,2108198
DTV,032001402277001,1150223,1996092
KTNS,123451234512340,1150223,1922526
KTNS,123451234512340,1150220,2011066
DTV,032001402277001,1150225,1971817
DTV,032001402277001,1150222,1929152
HERM,123451234512345,1150223,2170623
JESS,123451234512346,1150225,2076261
HERM,123451234512345,1150224,2099140
DIAM,032000601376001,1150223,1953370
DTV,032001402277001,1150220,1904253
HANA,123451234512341,1150221,2063528
HANA,123451234512341,1150221,2059283
DTV,032001402277001,1150222,2092119
DIAM,032000601376001,1150220,2070085
HERM,123451234512345,1150221,1742759
HERM,123451234512345,1150225,2103318
HANA,123451234512341,1150220,2036553
JESS,123451234512346,1150220,1991744
JESS,123451234512346,1150222,2002580
HERM,123451234512345,1150223,2100024
HANA,123451234512341,1150221,2095661
KTNS,123451234512340,1150225,2176503
DTV,032001402277001,1150224,1924133
DTV,032001402277001,1150221,1747747
DTV,032001402277001,1150224,1956440
DTV,032001402277001,1150225,1982891
JESS,123451234512346,1150220,2029380
DIAM,032000601376001,1150220,2103394
KTNS,123451234512340,1150224,2056808
KTNS,123451234512340,1150220,2075860
MALS,703487034870348,1150220,1963704
KTNS,123451234512340,1150222,2003146
DIAM,032000601376001,1150221,1914174
DTV,032001402277001,1150224,2219642
HERM,123451234512345,1150220,2028722
JESS,123451234512346,1150224,1965987
JESS,123451234512346,1150221,2071340
KTNS,123451234512340,1150222,2149650
HANA,123451234512341,1150220,2085000
JESS,123451234512346,1150220,2099791
KTNS,123451234512340,1150225,2005522
HERM,123451234512345,1150223,2081883
KTNS,123451234512340,1150223,1989463
HANA,123451234512341,1150220,1932937
HANA,123451234512341,1150221,1876812
MALS,703487034870348,1150224,2018703
MALS,703487034870348,1150225,2033144
HERM,123451234512345,1150221,2088433
DIAM,032000601376001,1150222,2075888
MALS,703487034870348,1150223,1901097
DIAM,032000601376001,1150222,2064967
MALS,703487034870348,1150222,1965131
DIAM,032000601376001,1150223,1938497
HERM,123451234512345,1150224,1975765
HERM,123451234512345,1150224,2029172
JESS,123451234512346,1150223,2106591
MALS,703487034870348,1150225,2114135
MALS,703487034870348,1150224,2128338
DTV,032001402277001,1150224,2045019
MALS,703487034870348,1150223,2006605
JESS,123451234512346,1150222,1878386
HERM,123451234512345,1150221,1821679
KTNS,123451234512340,1150222,2061833
DIAM,032000601376001,1150225,2053917
JESS,123451234512346,1150225,1972371
HERM,123451234512345,1150223,1936217
MALS,703487034870348,1150221,2071225
HANA,123451234512341,1150223,2178726
MALS,703487034870348,1150223,2035025
DIAM,032000601376001,1150222,1898958
HERM,123451234512345,1150221,2073820
MALS,703487034870348,1150223,2015836
HANA,123451234512341,1150222,1993520
DIAM,032000601376001,1150224,1943972
JESS,123451234512346,1150220,1999780
HANA,123451234512341,1150225,2054510
MALS,703487034870348,1150225,1831916
DTV,032001402277001,1150224,1854641
DTV,032001402277001,1150223,2030734
HERM,123451234512345,1150221,1986496
DTV,032001402277001,1150222,1964277
DTV,032001402277001,1150221,2112113
DTV,032001402277001,1150223,1922580
JESS,123451234512346,1150220,1856207
JESS,123451234512346,1150220,2007602
HANA,123451234512341,1150223,2024970
KTNS,123451234512340,1150224,2157092
HANA,123451234512341,1150222,2036794
JESS,123451234512346,1150224,2124271
DIAM,032000601376001,1150223,1910146
DTV,032001402277001,1150224,1955380
DTV,032001402277001,1150223,2054123
KTNS,123451234512340,1150221,1920150
HERM,123451234512345,1150222,1717219
JESS,123451234512346,1150222,2192396
HERM,123451234512345,1150224,1933607
MALS,703487034870348,1150225,1963342
HERM,123451234512345,1150222,2036202
KTNS,123451234512340,1150222,2050470
DTV,032001402277001,1150223,2078462
HANA,123451234512341,1150220,2121762
KTNS,123451234512340,1150225,2051076
DIAM,032000601376001,1150225,1985108
DIAM,032000601376001,1150221,1967171
DTV,032001402277001,1150224,1900819
HERM,123451234512345,1150225,1933553
KTNS,123451234512340,1150222,1899562
DIAM,032000601376001,1150222,1977988
MALS,703487034870348,1150224,1972797
KTNS,123451234512340,1150220,1960893
JESS,123451234512346,1150220,1919696
KTNS,123451234512340,1150220,1988576
MALS,703487034870348,1150224,1918384
KTNS,123451234512340,1150221,2053577
HERM,123451234512345,1150224,2336114
MALS,703487034870348,1150225,2105629
HERM,123451234512345,1150223,2098356
HANA,123451234512341,1150222,1897026
HANA,123451234512341,1150224,2058625
DTV,032001402277001,1150225,2024786
DIAM,032000601376001,1150220,2033388
DIAM,032000601376001,1150223,1978993
HERM,123451234512345,1150224,2009575
DTV,032001402277001,1150222,1994398
KTNS,123451234512340,1150225,2147854
DTV,032001402277001,1150220,1822994
MALS,703487034870348,1150225,2076538
DTV,032001402277001,1150224,1929943
JESS,123451234512346,1150224,1921563
KTNS,123451234512340,1150224,1964650
KTNS,123451234512340,1150220,1979930
DIAM,032000601376001,1150225,1923046
JESS,123451234512346,1150220,2016138
